fecha_ingreso,hora_ingreso,via_ingreso,nro_registro_interno,es_anonima,situacion,origen,provincia,localidad,tema,subtema,dependencia_alta,derivacion_institucion,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,provincia_indec_id,derivacion_hora
2020-01-04 00:00:00-03:00,,Línea 145,8415554505,No,Urgencia,Ciudadano,Buenos Aires,San Miguel de Tucumán,Trata,Persona desaparecida,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,Buenos Aires,,Denunciante - ciudadano,,Mujer,,2020-01-04 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-04 00:00:00-03:00,,Línea 145,9415554505,No,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Trata,Venta de niños y otros delitos,PNR - Línea 145,Comisarías,,,,Denunciante - ciudadano,,Mujer,,2020-01-04 00:00:00-03:00,Sí,,,,,,,90.0,0.0
2020-01-05 00:00:00-03:00,,Línea 145,2515554505,No,Urgencia,Ciudadano,Buenos Aires,Trujui,Trata,Persona desaparecida,PNR - Línea 145,,Argentina,Buenos Aires,San Andres,Denunciante - ciudadano,,Mujer,,,,,,,,,,6.0,
2020-01-05 00:00:00-03:00,,Línea 145,3515554505,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Oferta laboral engañosa,PNR - Línea 145,Protex,,Buenos Aires,Villa Crespo,Denunciante - ciudadano,,Hombre,,2020-01-05 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-06 00:00:00-03:00,,Línea 145,5515554505,No,Urgencia,Ciudadano,San Luis,San Luis,Trata,Pornografía infantil - venta de niños y otros delitos - estafa,PNR - Línea 145,Protex,Argentina,San Luis,San Luis,Denunciante - ciudadano,,Hombre,,2020-01-06 00:00:00-03:00,Sí,,,,,,,74.0,0.0
2020-01-06 00:00:00-03:00,,Línea 145,7515554505,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Persona desaparecida,PNR - Línea 145,Protex,Argentina,Buenos Aires,San Andres,Denunciante - ciudadano,,Mujer,,2020-01-06 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-06 00:00:00-03:00,,Línea 145,8425554505,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Oferta laboral engañosa,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-01-06 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-06 00:00:00-03:00,,Línea 145,9425554505,Sí,Emergencia,Ciudadano,Santa Fe,Santo Tomé,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,,,Mujer,,2020-01-06 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2020-01-07 00:00:00-03:00,,Línea 145,525554505,Sí,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,"Explotación sexual - explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Hombre,,2020-01-07 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2020-01-07 00:00:00-03:00,,Presencial,1525554505,No,Urgencia,Ciudadano,Buenos Aires,Melchor Romero,Trata,Persona desaparecida - venta de niños y otros delitos,PNR - Línea 145,Protex,Argentina,Buenos Aires,Ensenada,Denunciante - ciudadano,,Mujer,,2020-01-07 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-07 00:00:00-03:00,,Línea 145,2525554505,No,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,,2020-01-07 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2020-01-07 00:00:00-03:00,,Línea 145,3525554505,Sí,Urgencia,Ciudadano,Córdoba,Villa Carlos Paz,Trata,Explotación sexual,PNR - Línea 145,Protex,,Córdoba,Villa Carlos Paz,Denunciante - ciudadano,,Mujer,,2020-01-07 00:00:00-03:00,Sí,,,,,,,14.0,0.0
2020-01-08 00:00:00-03:00,,Línea 145,4525554505,Sí,Urgencia,Ciudadano,Buenos Aires,Tartagal,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,Argentina,,,Denunciante - ciudadano,,Hombre,,2020-01-08 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-08 00:00:00-03:00,,Línea 145,5525554505,Sí,Emergencia,Ciudadano,Salta,Tartagal,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-01-08 00:00:00-03:00,Sí,,,,,,,,0.0
2020-01-08 00:00:00-03:00,,Línea 145,6525554505,Sí,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Hombre,,2020-01-08 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-08 00:00:00-03:00,,Línea 145,7525554505,No,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Persona desaparecida,PNR - Línea 145,Protex,Argentina,Buenos Aires,Melchor Romero,Denunciante - ciudadano,,Mujer,,2020-01-08 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-08 00:00:00-03:00,,Línea 145,8435554505,Sí,Emergencia,Ciudadano,Buenos Aires,San Carlos de Bariloche,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Hombre,,2020-01-08 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-08 00:00:00-03:00,,Teléfono institucional,9435554505,No,Urgencia,Institución,Río Negro,San Carlos de Bariloche,Trata,Explotación sexual,PNR - Línea 145,Protex,,Río Negro,San Carlos de Bariloche,Denunciante - ciudadano,,Mujer,,2020-01-08 00:00:00-03:00,Sí,,,,,,,62.0,0.0
2020-01-08 00:00:00-03:00,,Línea 145,535554505,No,Urgencia,Institución,Corrientes,Goya,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,Buenos Aires,Pilar Centro,Denunciante - ciudadano,,Hombre,,2020-01-08 00:00:00-03:00,Sí,,,,,,,18.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,1535554505,Sí,Urgencia,Ciudadano,Salta,Salta,Trata,Posible captación,PNR - Línea 145,Protex,,Salta,Salta,Denunciante - ciudadano,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,,0.0
2020-01-09 00:00:00-03:00,,Línea 145,2535554505,No,Emergencia,Ciudadano,Mendoza,Rivadavia,Trata,Posible captación,PNR - Línea 145,Gendarmería Nacional Argentina,Argentina,,,Denunciante - ciudadano,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,50.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,3535554505,No,Emergencia,Institución,Mendoza,Rivadavia,Trata,Posible captación,PNR - Línea 145,Gendarmería Nacional Argentina,,,,,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,50.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,5535554505,Sí,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Persona desaparecida,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,,0.0
2020-01-09 00:00:00-03:00,,Línea 145,6535554505,Sí,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,7535554505,No,Urgencia,Ciudadano,Mendoza,Ciudad Autónoma de Buenos Aires,Trata,Posible captación,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,50.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,9445554505,Sí,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,Buenos Aires,Buenos Aires,Denunciante - ciudadano,,Hombre,,2020-01-09 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,545554505,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Posible captación,PNR - Línea 145,Protex,Argentina,Buenos Aires,Buenos Aires,Denunciante - ciudadano,,Hombre,,2020-01-09 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,2545554505,No,Urgencia,Ciudadano,Salta,Salta,Trata,Abuso sexual infantil,PNR - Línea 145,Protex,Argentina,Salta,Salta,Denunciante - ciudadano,,Mujer,,2020-06-24 00:00:00-03:00,Sí,,,,,,,,0.0
2020-01-09 00:00:00-03:00,,Línea 145,4545554505,No,Urgencia,Ciudadano,Mendoza,Mendoza,Trata,Posible captación,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,50.0,0.0
2020-01-09 00:00:00-03:00,,Línea 145,5545554505,No,Urgencia,Ciudadano,Santa Fe,San Genaro,Trata,Persona desaparecida,PNR - Línea 145,Protex,,Buenos Aires,,Denunciante - ciudadano,,Mujer,,2020-01-09 00:00:00-03:00,Sí,,,,,,,,0.0
2020-01-10 00:00:00-03:00,,Línea 145,7545554505,Sí,Urgencia,Ciudadano,Santa Fe,San Genaro,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,,,Mujer,,2020-01-10 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2020-01-10 00:00:00-03:00,,Línea 145,8455554505,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,,2020-01-10 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-10 00:00:00-03:00,,Línea 145,9455554505,Sí,Urgencia,Ciudadano,Buenos Aires,Quilmes,Trata,Persona desaparecida,PNR - Línea 145,,,,,,,Mujer,,,,,,,,,,6.0,
2020-01-10 00:00:00-03:00,,Línea 145,1555554505,No,Emergencia,Ciudadano,Entre Ríos,Concordia,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Mujer,,2020-01-10 00:00:00-03:00,Sí,,,,,,,30.0,0.0
2020-01-10 00:00:00-03:00,,Línea 145,2555554505,Sí,Urgencia,Ciudadano,Buenos Aires,Valentín Alsina,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Hombre,,2020-06-24 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-11 00:00:00-03:00,,Línea 145,3555554505,Sí,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Mujer,,2020-01-11 00:00:00-03:00,Sí,,,,,,,90.0,0.0
2020-01-11 00:00:00-03:00,,Línea 145,4555554505,No,Urgencia,Ciudadano,Buenos Aires,San Miguel,Trata,Persona desaparecida,PNR - Línea 145,Protex,Argentina,Buenos Aires,San Miguel,Denunciante - ciudadano,,Hombre,,2020-01-11 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-11 00:00:00-03:00,,Línea 145,6555554505,No,Urgencia,Ciudadano,Buenos Aires,Lomas de Zamora,Trata,Oferta laboral engañosa,PNR - Línea 145,Protex,Argentina,Buenos Aires,Lomas de Zamora,Denunciante - ciudadano,Por Recomendación,Mujer,23.0,2020-01-11 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-11 00:00:00-03:00,,Línea 145,8465554505,No,Urgencia,Ciudadano,Corrientes,Bella Vista,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Hombre,,2020-01-11 00:00:00-03:00,Sí,,,,,,,18.0,0.0
2020-01-11 00:00:00-03:00,,Línea 145,9465554505,Sí,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,25.0,2020-01-11 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2020-01-11 00:00:00-03:00,,Línea 145,565554505,No,Urgencia,Institución,Buenos Aires,Gobernador Costa,Trata,Persona desaparecida - posible captación,PNR - Línea 145,Protex,Argentina,Buenos Aires,,Denunciante - ciudadano,,Mujer,70.0,2020-01-11 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-12 00:00:00-03:00,,Línea 145,1565554505,No,Urgencia,Ciudadano,Buenos Aires,Adrogué,Trata,Posible captación,PNR - Línea 145,Protex,Argentina,Buenos Aires,Adrogué,Denunciante - ciudadano,,Mujer,,2020-01-12 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-13 00:00:00-03:00,,Línea 145,5565554505,No,Urgencia,Ciudadano,Corrientes,Corrientes,Trata,Explotación sexual,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,,,,,,,,,,18.0,
2020-01-13 00:00:00-03:00,,Correo Institucional,9475554505,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Oferta laboral engañosa,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-01-13 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-13 00:00:00-03:00,,Correo Institucional,575554505,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Oferta laboral engañosa,PNR - Línea 145,Protex,,Buenos Aires,Villa Crespo,Denunciante - ciudadano,,Hombre,,2020-01-13 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-13 00:00:00-03:00,,Línea 145,1575554505,Sí,Urgencia,Ciudadano,Buenos Aires,Berazategui,Trata,Oferta laboral engañosa,PNR - Línea 145,,,,,,,Mujer,,,,,,,,,,6.0,
2020-01-13 00:00:00-03:00,,Línea 145,3575554505,No,Urgencia,Ciudadano,Santa Fe,Termas de Río Hondo,Trata,Explotación sexual,PNR - Línea 145,Protex,,Santiago del Estero,Termas de Río Hondo,Denunciante - ciudadano,,Mujer,,2020-01-13 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2020-01-13 00:00:00-03:00,,Línea 145,4575554505,Sí,Urgencia,Ciudadano,Buenos Aires,Lisandro Olmos,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Hombre,30.0,2020-01-13 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-14 00:00:00-03:00,,Línea 145,5575554505,Sí,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,Buenos Aires,Buenos Aires,Denunciante - ciudadano,,Mujer,,2020-01-14 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-14 00:00:00-03:00,,Línea 145,6575554505,No,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Oferta laboral engañosa - posible captación,PNR - Línea 145,Protex,,Buenos Aires,Villa Crespo,Denunciante - ciudadano,,Hombre,45.0,2020-06-23 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2020-01-14 00:00:00-03:00,,Correo Institucional,8484654505,No,Urgencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Publicidad de oferta sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,,2020-06-23 00:00:00-03:00,Sí,,,,,,,,0.0
2020-01-14 00:00:00-03:00,,Línea 145,9484654505,No,Urgencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Explotación sexual,PNR - Línea 145,Protex,,Río Negro,San Carlos de Bariloche,Denunciante - ciudadano,,Mujer,,2020-01-14 00:00:00-03:00,Sí,,,,,,,62.0,0.0
2020-01-14 00:00:00-03:00,,Línea 145,584654505,Sí,Urgencia,Ciudadano,Neuquén,Neuquen,Trata,Explotación sexual,PNR - Línea 145,Protex,,Neuquén,Neuquen,Denunciante - ciudadano,,Hombre,30.0,2020-01-14 00:00:00-03:00,Sí,,,,,,,58.0,0.0
2020-01-14 00:00:00-03:00,,Correo Institucional,1584654505,No,Urgencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,Río Negro,San Carlos de Bariloche,Denunciante - ciudadano,,Mujer,,2020-01-14 00:00:00-03:00,Sí,,,,,,,62.0,0.0
2020-01-15 00:00:00-03:00,,Línea 145,5584654505,No,Urgencia,Institución,Corrientes,Bella Vista,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-01-15 00:00:00-03:00,Sí,,,,,,,18.0,0.0
2020-01-15 00:00:00-03:00,,Línea 145,6584654505,No,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Trata,Venta de niños y otros delitos,PNR - Línea 145,Comisarías,,Buenos Aires,San José Corrientes,Denunciante - ciudadano,,Hombre,,2020-02-02 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-15 00:00:00-03:00,,Línea 145,8494654505,No,Urgencia,Ciudadano,Buenos Aires,Grand Bourg,Trata,Persona desaparecida,PNR - Línea 145,Protex,Argentina,Buenos Aires,Grand Bourg,Denunciante - ciudadano,,Mujer,,2020-01-15 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-15 00:00:00-03:00,,Línea 145,9494654505,Sí,Emergencia,Ciudadano,Santa Fe,Rosario,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,2020-01-15 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2020-01-15 00:00:00-03:00,,Línea 145,594654505,Sí,Urgencia,Ciudadano,Buenos Aires,Lomas de Zamora,Trata,Explotación laboral,PNR - Línea 145,Comisarías,,,,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,2020-01-15 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-15 00:00:00-03:00,,Línea 145,1594654505,No,Emergencia,Ciudadano,La Rioja,La Rioja,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Mujer,,2020-01-15 00:00:00-03:00,Sí,,,,,,,46.0,0.0
2020-01-15 00:00:00-03:00,,Línea 145,2594654505,Sí,Urgencia,Ciudadano,Chaco,CONSUELA,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Hombre,,2020-01-15 00:00:00-03:00,Sí,,,,,,,22.0,0.0
2020-01-16 00:00:00-03:00,,Línea 145,3594654505,Sí,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,Argentina,,,Denunciante - ciudadano,,Hombre,,2020-01-16 00:00:00-03:00,No,,,,,,,2.0,0.0
2020-01-16 00:00:00-03:00,,Línea 145,5594654505,No,Emergencia,Institución,Buenos Aires,Marcos Paz,Trata,Explotación laboral,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Hombre,,2020-01-17 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-16 00:00:00-03:00,,Línea 145,8405654505,Sí,Urgencia,Ciudadano,Buenos Aires,Ciudadela,Trata,Publicidad de oferta sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,Por publicidad en radio,Mujer,48.0,2020-01-16 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-16 00:00:00-03:00,,Línea 145,505654505,No,Emergencia,Ciudadano,Buenos Aires,La Rioja,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Gendarmería Nacional Argentina,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,,2020-01-19 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-16 00:00:00-03:00,,Línea 145,2505654505,Sí,Urgencia,Ciudadano,La Rioja,La Rioja,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-06-24 00:00:00-03:00,Sí,,,,,,,46.0,0.0
2020-01-16 00:00:00-03:00,,Línea 145,4505654505,No,Urgencia,Ciudadano,Buenos Aires,Lomas del Mirador,Trata,"Explotación laboral - explotación laboral niñas, niños y adolescentes",PNR - Línea 145,Área Legal del Programa Nacional de Rescate,Argentina,Buenos Aires,Virrey del Pino,Denunciante - ciudadano,,Mujer,,2020-01-16 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2020-01-17 00:00:00-03:00,,Línea 145,6505654505,No,Urgencia,Ciudadano,Chubut,Comodoro Rivadavia,Trata,Explotación laboral,PNR - Línea 145,Protex,,Chubut,Comodoro Rivadavia,Denunciante - ciudadano,,Hombre,,2020-01-17 00:00:00-03:00,Sí,,,,,,,26.0,0.0
2020-01-17 00:00:00-03:00,,Línea 145,8415654505,Sí,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Trata,Explotación sexual,PNR - Línea 145,Protex,,Tucumán,,Denunciante - ciudadano,,Mujer,,2020-01-17 00:00:00-03:00,Sí,,,,,,,90.0,0.0
2020-01-17 00:00:00-03:00,,Línea 145,1515654505,No,Urgencia,Ciudadano,Tucumán,Famaillá,Trata,Persona desaparecida,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,,2020-06-24 00:00:00-03:00,Sí,,,,,,,90.0,0.0
2020-01-18 00:00:00-03:00,,Línea 145,2515654505,Sí,Emergencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Gendarmería Nacional Argentina,Argentina,,,Denunciante - ciudadano,,Hombre,,2020-01-18 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2020-01-18 00:00:00-03:00,,Línea 145,3515654505,Sí,Emergencia,Ciudadano,Santa Fe,Rosario,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,,,Mujer,,2020-01-18 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2020-01-18 00:00:00-03:00,,Línea 145,4515654505,Sí,Urgencia,Ciudadano,Salta,Salta,Trata,Posible captación,PNR - Línea 145,Protex,,,,,,Mujer,,2020-01-18 00:00:00-03:00,Sí,,,,,,,,0.0
2020-01-18 00:00:00-03:00,,Línea 145,5515654505,No,Urgencia,Ciudadano,Córdoba,Jesus María,Trata,Persona desaparecida,PNR - Línea 145,Protex,,Córdoba,Córdoba,Denunciante - ciudadano,,Hombre,,2020-01-18 00:00:00-03:00,Sí,,,,,,,14.0,0.0
