provincia,es_anonima,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,fecha_ingreso
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.007275666936135812
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.008084074373484235
0.24,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.008084074373484235
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.008084074373484235
0.56,0.0,0.9310344827586207,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.008084074373484235
0.56,0.0,1.0,0.06666666666666667,0.0,0.4099099099099099,0.8636363636363636,0.0,0.2989329562254933,0.008084074373484235
0.0,0.0,0.3793103448275862,0.06666666666666667,0.0,0.09009009009009009,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.008892481810832659
0.96,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.008892481810832659
0.8,0.0,0.3793103448275862,1.0,0.8333333333333333,0.7882882882882882,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.009700889248181082
0.2,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.009700889248181082
0.92,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.009700889248181082
0.8,0.0,0.3793103448275862,1.0,0.8333333333333333,0.7882882882882882,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.010509296685529506
0.48,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.010509296685529506
0.92,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.010509296685529506
0.0,0.0,0.3793103448275862,1.0,0.0,0.09009009009009009,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.010509296685529506
0.2,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.010509296685529506
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.01131770412287793
0.24,0.0,0.3793103448275862,0.06666666666666667,0.25,0.21171171171171171,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.01131770412287793
0.0,0.0,0.06896551724137931,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.01131770412287793
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.012126111560226353
0.32,0.0,0.3793103448275862,0.06666666666666667,0.3333333333333333,0.17567567567567569,0.8636363636363636,1.0,0.2989329562254933,0.012934518997574777
0.0,0.0,0.3793103448275862,1.0,0.16666666666666666,0.16216216216216217,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.0137429264349232
0.6,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.09090909090909091,0.16666666666666666,0.3723404255319149,0.014551333872271624
0.0,0.5,0.3793103448275862,0.06666666666666667,0.0,0.09009009009009009,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.014551333872271624
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.09090909090909091,0.0,0.5106382978723404,0.014551333872271624
0.96,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.5,0.0,0.5319148936170213,0.014551333872271624
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.014551333872271624
0.16,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.0,0.2989329562254933,0.015359741309620048
0.96,0.0,0.3793103448275862,0.5333333333333333,0.0,0.5630630630630631,0.8636363636363636,1.0,0.2989329562254933,0.015359741309620048
0.0,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.01616814874696847
0.76,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.01616814874696847
0.16,0.5,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.01616814874696847
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.016976556184316895
0.2,0.0,0.3793103448275862,0.06666666666666667,0.20833333333333331,0.2072072072072072,0.8636363636363636,0.0,0.2989329562254933,0.016976556184316895
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.016976556184316895
0.0,0.5,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.016976556184316895
0.0,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.016976556184316895
0.0,0.0,0.3793103448275862,0.06666666666666667,0.0,0.09009009009009009,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.016976556184316895
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.016976556184316895
0.48,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.017784963621665317
0.2,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.018593371059013743
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.018593371059013743
0.16,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.018593371059013743
0.6,0.0,0.3793103448275862,1.0,0.625,0.7072072072072072,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.019401778496362165
0.24,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.019401778496362165
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.02021018593371059
0.8,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.02021018593371059
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.02021018593371059
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.021018593371059012
0.0,0.5,0.3793103448275862,1.0,0.0,0.27927927927927926,0.8636363636363636,0.0,0.2989329562254933,0.021018593371059012
0.16,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.021018593371059012
0.0,0.0,0.3793103448275862,0.06666666666666667,0.0,0.2702702702702703,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.021018593371059012
0.16,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.021827000808407437
0.52,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.021827000808407437
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.021827000808407437
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.021827000808407437
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.021827000808407437
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.021827000808407437
0.0,0.0,0.41379310344827586,1.0,0.5,0.47297297297297297,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.02263540824575586
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.02263540824575586
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.02263540824575586
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.02263540824575586
0.0,0.0,0.3793103448275862,0.9333333333333333,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.02263540824575586
0.28,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.09090909090909091,0.16666666666666666,0.6170212765957447,0.02263540824575586
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.02263540824575586
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.023443815683104285
0.24,0.5,0.3793103448275862,1.0,0.25,0.21171171171171171,0.8636363636363636,0.0,0.2989329562254933,0.023443815683104285
0.0,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.023443815683104285
0.0,0.5,0.3793103448275862,1.0,0.0,0.9594594594594594,0.8636363636363636,1.0,0.2989329562254933,0.023443815683104285
0.56,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.6063829787234042,0.023443815683104285
0.8,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.0,0.2989329562254933,0.024252223120452707
0.0,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.024252223120452707
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.024252223120452707
0.16,0.0,0.3793103448275862,0.06666666666666667,0.0,0.49099099099099097,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.024252223120452707
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.025060630557801132
0.32,0.0,0.3793103448275862,1.0,0.3333333333333333,0.0,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.025060630557801132
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.025869037995149554
0.24,0.0,0.3793103448275862,0.06666666666666667,0.25,0.21171171171171171,0.8636363636363636,0.75,0.2989329562254933,0.025869037995149554
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.026677445432497976
0.0,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.026677445432497976
0.0,0.0,0.3793103448275862,1.0,0.6666666666666666,0.6981981981981982,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.026677445432497976
0.36,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.026677445432497976
0.96,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.29545454545454547,0.0,0.2989329562254933,0.026677445432497976
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.0274858528698464
0.2,0.0,0.3793103448275862,1.0,0.20833333333333331,0.2072072072072072,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.028294260307194823
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.028294260307194823
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.028294260307194823
0.48,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.028294260307194823
0.72,0.0,0.3793103448275862,0.06666666666666667,0.0,0.6171171171171171,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.02910266774454325
0.0,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.5,0.16666666666666666,0.2989329562254933,0.02910266774454325
0.96,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.5,0.16666666666666666,0.425531914893617,0.02910266774454325
0.96,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.02910266774454325
0.64,0.0,0.3793103448275862,1.0,0.6666666666666666,0.6981981981981982,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.02991107518189167
0.56,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.02991107518189167
0.2,0.0,0.3793103448275862,1.0,0.20833333333333331,0.2072072072072072,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.02991107518189167
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.02991107518189167
0.96,0.0,0.3793103448275862,0.06666666666666667,0.0,0.4099099099099099,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.030719482619240096
0.0,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.030719482619240096
0.0,0.5,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.030719482619240096
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.030719482619240096
0.2,0.0,0.3793103448275862,1.0,0.20833333333333331,0.2072072072072072,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.03152789005658852
0.48,0.5,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.03233629749393694
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.03233629749393694
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.03233629749393694
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.033144704931285365
0.96,0.0,0.3793103448275862,0.06666666666666667,0.9583333333333333,0.7612612612612613,0.8636363636363636,0.0,0.2989329562254933,0.033144704931285365
0.08,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.033144704931285365
0.56,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.033144704931285365
0.0,0.0,0.3793103448275862,0.06666666666666667,0.5416666666666666,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.03395311236863379
0.0,0.0,0.3793103448275862,0.06666666666666667,0.0,0.09009009009009009,0.06818181818181818,0.16666666666666666,0.2989329562254933,0.03395311236863379
0.0,0.0,0.3793103448275862,0.13333333333333333,0.0,0.09009009009009009,0.4318181818181818,0.0,0.2989329562254933,0.03395311236863379
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.034761519805982216
0.28,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.034761519805982216
0.32,0.0,0.3793103448275862,1.0,0.3333333333333333,0.0,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.034761519805982216
0.8,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.035569927243330635
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.035569927243330635
0.96,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.29545454545454547,0.0,0.2989329562254933,0.035569927243330635
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.035569927243330635
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.035569927243330635
0.0,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,1.0,0.2989329562254933,0.035569927243330635
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.5,1.0,0.2989329562254933,0.035569927243330635
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.0,0.2989329562254933,0.03637833468067906
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.03637833468067906
0.0,0.0,0.3793103448275862,1.0,0.0,0.45495495495495497,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.037186742118027485
0.96,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.03799514955537591
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.03799514955537591
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.03799514955537591
0.2,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.03799514955537591
0.08,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.3723404255319149,0.03880355699272433
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.5,0.16666666666666666,0.2978723404255319,0.03880355699272433
0.0,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.03880355699272433
0.64,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2127659574468085,0.039611964430072755
0.96,0.5,0.06896551724137931,1.0,1.0,0.9729729729729729,0.5,0.0,0.2989329562254933,0.039611964430072755
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.4318181818181818,0.0,0.7978723404255319,0.039611964430072755
0.24,0.0,0.3793103448275862,1.0,0.25,0.21171171171171171,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04042037186742118
0.16,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04042037186742118
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.6590909090909091,0.16666666666666666,0.2989329562254933,0.04042037186742118
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.04042037186742118
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04042037186742118
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04042037186742118
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.0412287793047696
0.96,0.0,0.3793103448275862,0.9333333333333333,1.0,0.9729729729729729,0.5,0.16666666666666666,0.39361702127659576,0.0412287793047696
0.96,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.5,0.16666666666666666,0.3723404255319149,0.0412287793047696
0.0,0.0,0.3793103448275862,0.06666666666666667,0.0,0.3288288288288288,0.5,0.16666666666666666,0.2989329562254933,0.042037186742118024
0.0,0.5,0.3793103448275862,1.0,0.0,0.34684684684684686,0.4318181818181818,0.16666666666666666,0.2989329562254933,0.042037186742118024
0.88,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.042037186742118024
0.8,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.2272727272727273,0.16666666666666666,0.2989329562254933,0.042037186742118024
0.84,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.4318181818181818,0.0,0.4787234042553191,0.043654001616814875
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.043654001616814875
0.0,0.0,0.3793103448275862,0.06666666666666667,0.0,0.4099099099099099,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.04527081649151172
0.04,0.0,0.3793103448275862,0.06666666666666667,0.041666666666666664,0.13963963963963963,0.8636363636363636,0.0,0.2989329562254933,0.04527081649151172
0.0,0.0,0.3793103448275862,1.0,0.0,0.7657657657657657,0.2272727272727273,0.0,0.2989329562254933,0.046079223928860144
0.0,0.0,0.3793103448275862,1.0,0.0,0.7657657657657657,0.8636363636363636,0.0,0.2989329562254933,0.046079223928860144
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.046079223928860144
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.2272727272727273,0.0,0.2989329562254933,0.04688763136620857
0.96,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.04688763136620857
0.96,0.0,0.06896551724137931,1.0,1.0,0.9729729729729729,0.2272727272727273,0.0,0.2989329562254933,0.04688763136620857
0.8,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.04688763136620857
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04688763136620857
0.12,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04688763136620857
0.2,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.04688763136620857
0.0,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04688763136620857
0.32,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.29545454545454547,0.0,0.2989329562254933,0.04769603880355699
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.04769603880355699
0.0,0.0,0.3793103448275862,1.0,0.9166666666666666,0.9729729729729729,0.4318181818181818,0.0,0.2989329562254933,0.04850444624090541
0.0,0.0,0.3793103448275862,0.06666666666666667,0.0,0.49099099099099097,0.5,0.16666666666666666,0.3191489361702128,0.04850444624090541
0.48,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.29545454545454547,0.16666666666666666,0.2989329562254933,0.04850444624090541
0.96,0.0,0.3793103448275862,1.0,0.9166666666666666,0.9729729729729729,0.2272727272727273,0.0,0.2989329562254933,0.04931285367825384
0.28,0.0,0.3793103448275862,0.06666666666666667,1.0,0.9729729729729729,0.8636363636363636,0.0,0.2989329562254933,0.04931285367825384
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,0.16666666666666666,0.2989329562254933,0.04931285367825384
0.96,0.5,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.050121261115602264
0.0,0.0,0.3793103448275862,1.0,1.0,0.9729729729729729,0.8636363636363636,1.0,0.2989329562254933,0.05092966855295068
